bill_id,rollcall_id,rollcall_info,datetime,year,legislator_name,legislator_state,legislator_party,legislator_vote
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Dário Berger,SC,MDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Eduardo Braga,AM,MDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Eduardo Gomes,TO,MDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Fernando Bezerra Coelho,PE,MDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Jader Barbalho,PA,MDB,AP
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Jarbas Vasconcelos,PE,MDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, José Maranhão,PB,MDB,AP
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Luiz do Carmo,GO,MDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Marcelo Castro,PI,MDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Marcio Bittar,AC,MDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Renan Calheiros,AL,MDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Simone Tebet,MS,MDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Acir Gurgacz,RO,PDT,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Cid Gomes,CE,PDT,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Kátia Abreu,TO,PDT,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Weverton,MA,PDT,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Jorginho Mello,SC,PL,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Wellington Fagundes,MT,PL,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Alvaro Dias,PR,PODEMOS,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Eduardo Girão,CE,PODEMOS,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Elmano Férrer,PI,PODEMOS,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Lasier Martins,RS,PODEMOS,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Oriovisto Guimarães,PR,PODEMOS,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Romário,RJ,PODEMOS,AP
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Rose de Freitas,ES,PODEMOS,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Styvenson Valentim,RN,PODEMOS,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Ciro Nogueira,PI,PP,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Daniella Ribeiro,PB,PP,MIS
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Esperidião Amin,SC,PP,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Luis Carlos Heinze,RS,PP,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Mailza Gomes,AC,PP,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Vanderlan Cardoso,GO,PP,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Fernando Collor,AL,PROS,NCom
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Telmário Mota,RR,PROS,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Zenaide Maia,RN,PROS,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Jorge Kajuru,GO,PSB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Leila Barros,DF,PSB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Veneziano Vital do Rêgo,PB,PSB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Zequinha Marinho,PA,PSC,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Angelo Coronel,BA,PSD,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Arolde de Oliveira,RJ,PSD,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Carlos Viana,MG,PSD,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Irajá,TO,PSD,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Lucas Barreto,AP,PSD,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Nelsinho Trad,MS,PSD,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Omar Aziz,AM,PSD,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Otto Alencar,BA,PSD,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Sérgio Petecão,AC,PSD,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Antonio Anastasia,MG,PSDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Izalci Lucas,DF,PSDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, José Serra,SP,PSDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Mara Gabrilli,SP,PSDB,AP
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Plínio Valério,AM,PSDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Roberto Rocha,MA,PSDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Rodrigo Cunha,AL,PSDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Tasso Jereissati,CE,PSDB,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Flávio Bolsonaro,RJ,PSL,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Juíza Selma,MT,PSL,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Major Olimpio,SP,PSL,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Soraya Thronicke,MS,PSL,MIS
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Humberto Costa,PE,PT,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Jaques Wagner,BA,PT,P-NRV
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Jean Paul Prates,RN,PT,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Paulo Paim,RS,PT,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Paulo Rocha,PA,PT,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Rogério Carvalho,SE,PT,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Fabiano Contarato,ES,REDE,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Flávio Arns,PR,REDE,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Randolfe Rodrigues,AP,REDE,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Mecias de Jesus,RR,REPUBLICANOS,Sim
129807,5946,"Altera os arts. 7º, 23, 24, 37, 40, 201, 203, 208, 227 e 244 da Constituição Federal para incorporar-lhes a nomenclatura ?pessoa com deficiência?, utilizada pela Convenção Internacional sobre o Direito das Pessoas com Deficiência.",2019-03-12,2019, Reguffe,DF,S/Partido,Sim
135603,5947,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei n° 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",2019-03-13,2019, Alessandro Vieira,SE,CIDADANIA,Sim
135603,5947,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei n° 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",2019-03-13,2019, Eliziane Gama,MA,CIDADANIA,Sim
135603,5947,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei n° 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",2019-03-13,2019, Marcos do Val,ES,CIDADANIA,Sim
135603,5947,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei n° 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",2019-03-13,2019, Chico Rodrigues,RR,DEM,Sim
135603,5947,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei n° 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",2019-03-13,2019, Davi Alcolumbre,AP,DEM,Presidente (art. 51 RISF)
135603,5947,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei n° 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",2019-03-13,2019, Jayme Campos,MT,DEM,Sim
135603,5947,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei n° 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",2019-03-13,2019, Marcos Rogério,RO,DEM,MIS
135603,5947,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei n° 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",2019-03-13,2019, Maria do Carmo Alves,SE,DEM,Sim
135603,5947,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei n° 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",2019-03-13,2019, Rodrigo Pacheco,MG,DEM,Sim
135603,5947,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei n° 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",2019-03-13,2019, Confúcio Moura,RO,MDB,Sim
135603,5947,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei n° 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",2019-03-13,2019, Dário Berger,SC,MDB,Sim
135603,5947,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei n° 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",2019-03-13,2019, Eduardo Braga,AM,MDB,Sim
135603,5947,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei n° 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",2019-03-13,2019, Eduardo Gomes,TO,MDB,Sim
